payload.EnqueuedTime,payload.BuildingId,payload.EquipmentId,payload.FloorId,payload.SensorId,payload.SensorName,payload.SpaceId,payload.Telemetry.Return air CO2 set point,payload.Telemetry.ReturnAirCO2,payload.Unit,payload.Telemetry.Vibration amplitude-x,payload.Telemetry.Vibration amplitude-y,payload.Telemetry.Vibration amplitude-z,payload.Telemetry.Exhaust air temperature,payload.Telemetry.Fresh air temperature,payload.Telemetry.Mixed air temperature,payload.Telemetry.OccupancyCount,payload.Telemetry.Off coil humidity,payload.Telemetry.Return air humidity,payload.Telemetry.Off coil temperature,payload.Telemetry.Return air temperature,payload.Telemetry.Supply air humidity,payload.Telemetry.Supply air temperature,payload.Telemetry.Supply_Air_Humidity_Setpoint,payload.Telemetry.Supply_Air_Temperature_Setpoint
2022-06-06T21:06:20.0401156Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,39,54,,,64,,36,
2022-06-06T21:06:20.1778623Z,1001,280113,179,584884,Gas Sensor,,661,937,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:20.3643714Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,90,,,,,,,,
2022-06-06T21:06:20.6593549Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,3,'-8,5,,,,,,,,,,,,
2022-06-06T21:06:20.9975572Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,34,38,22,,,,24,18,,14,,24
2022-06-06T21:06:21.3033372Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,58,24,,,59,,30,
2022-06-06T21:06:21.4736727Z,1001,280113,179,584884,Gas Sensor,,974,746,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:21.6285053Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,92,,,,,,,,
2022-06-06T21:06:21.9202778Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,7,'-3,3,,,,,,,,,,,,
2022-06-06T21:06:22.2602862Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,34,14,22,,,,24,24,,25,,24
2022-06-06T21:06:22.5695949Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,38,41,,,33,,36,
2022-06-06T21:06:22.7586820Z,1001,280113,179,584884,Gas Sensor,,605,796,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:22.8982409Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,86,,,,,,,,
2022-06-06T21:06:23.2062490Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,6,'-8,'-4,,,,,,,,,,,,
2022-06-06T21:06:23.5385622Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,36,11,20,,,,25,16,,19,,22
2022-06-06T21:06:23.8499040Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,36,61,,,63,,27,
2022-06-06T21:06:24.0328043Z,1001,280113,179,584884,Gas Sensor,,797,875,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:24.1697738Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,73,,,,,,,,
2022-06-06T21:06:24.4769798Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,3,3,5,,,,,,,,,,,,
2022-06-06T21:06:24.7968779Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,30,37,24,,,,23,15,,6,,27
2022-06-06T21:06:25.1237575Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,42,56,,,59,,45,
2022-06-06T21:06:25.3237606Z,1001,280113,179,584884,Gas Sensor,,648,892,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:25.4320489Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,31,,,,,,,,
2022-06-06T21:06:25.7381745Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,6,'-7,'-2,,,,,,,,,,,,
2022-06-06T21:06:26.0751691Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,26,32,23,,,,23,21,,14,,27
2022-06-06T21:06:26.3953340Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,58,50,,,48,,41,
2022-06-06T21:06:26.6133516Z,1001,280113,179,584884,Gas Sensor,,652,983,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:26.7201867Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,51,,,,,,,,
2022-06-06T21:06:27.0154157Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-8,'-1,2,,,,,,,,,,,,
2022-06-06T21:06:27.3437832Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,29,34,24,,,,30,23,,27,,24
2022-06-06T21:06:27.6715426Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,30,47,,,33,,32,
2022-06-06T21:06:27.9020698Z,1001,280113,179,584884,Gas Sensor,,810,867,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:27.9822187Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,15,,,,,,,,
2022-06-06T21:06:28.2920605Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,5,'-3,4,,,,,,,,,,,,
2022-06-06T21:06:28.6160427Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,33,18,20,,,,38,18,,5,,22
2022-06-06T21:06:28.9426224Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,51,62,,,50,,37,
2022-06-06T21:06:29.1925990Z,1001,280113,179,584884,Gas Sensor,,947,912,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:29.2533883Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,35,,,,,,,,
2022-06-06T21:06:29.5584777Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,3,7,'-2,,,,,,,,,,,,
2022-06-06T21:06:29.8714389Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,30,27,23,,,,35,24,,26,,22
2022-06-06T21:06:30.2125369Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,47,41,,,36,,41,
2022-06-06T21:06:30.4765004Z,1001,280113,179,584884,Gas Sensor,,522,894,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:30.5225708Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,39,,,,,,,,
2022-06-06T21:06:30.8380279Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,7,'-7,'-3,,,,,,,,,,,,
2022-06-06T21:06:31.1324550Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,20,27,21,,,,33,12,,4,,24
2022-06-06T21:06:31.4872498Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,47,37,,,58,,44,
2022-06-06T21:06:31.7653456Z,1001,280113,179,584884,Gas Sensor,,630,747,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:31.7814851Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,29,,,,,,,,
2022-06-06T21:06:32.1050837Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,3,'-3,1,,,,,,,,,,,,
2022-06-06T21:06:32.4080435Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,20,33,21,,,,34,15,,6,,23
2022-06-06T21:06:32.7763172Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,50,49,,,28,,30,
2022-06-06T21:06:33.0381049Z,1001,280113,179,584884,Gas Sensor,,518,407,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:33.0531630Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,56,,,,,,,,
2022-06-06T21:06:33.3739093Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-4,'-4,3,,,,,,,,,,,,
2022-06-06T21:06:33.6620048Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,36,14,23,,,,43,15,,16,,25
2022-06-06T21:06:34.0519930Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,31,59,,,45,,23,
2022-06-06T21:06:34.3314774Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,74,,,,,,,,
2022-06-06T21:06:34.3316760Z,1001,280113,179,584884,Gas Sensor,,650,961,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:34.6584969Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,4,'-7,0,,,,,,,,,,,,
2022-06-06T21:06:34.9372236Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,30,34,20,,,,48,23,,24,,23
2022-06-06T21:06:35.3071698Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,50,32,,,52,,32,
2022-06-06T21:06:35.6033615Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,76,,,,,,,,
2022-06-06T21:06:35.6187255Z,1001,280113,179,584884,Gas Sensor,,671,859,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:35.9462230Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-5,7,'-6,,,,,,,,,,,,
2022-06-06T21:06:36.2098626Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,31,39,22,,,,45,21,,24,,23
2022-06-06T21:06:36.5700620Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,38,24,,,58,,22,
2022-06-06T21:06:36.8951290Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,82,,,,,,,,
2022-06-06T21:06:36.9113471Z,1001,280113,179,584884,Gas Sensor,,676,787,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:37.2101483Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,7,6,'-3,,,,,,,,,,,,
2022-06-06T21:06:37.4745219Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,38,30,23,,,,49,16,,20,,25
2022-06-06T21:06:37.8476768Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,36,49,,,69,,22,
2022-06-06T21:06:38.1582013Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,2,,,,,,,,
2022-06-06T21:06:38.2043830Z,1001,280113,179,584884,Gas Sensor,,730,732,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:38.4842361Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,2,5,'-6,,,,,,,,,,,,
2022-06-06T21:06:38.7304998Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,22,31,24,,,,45,19,,5,,24
2022-06-06T21:06:39.1042212Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,42,35,,,53,,30,
2022-06-06T21:06:39.4454180Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,16,,,,,,,,
2022-06-06T21:06:39.4925860Z,1001,280113,179,584884,Gas Sensor,,400,524,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:39.7564068Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-5,'-7,'-5,,,,,,,,,,,,
2022-06-06T21:06:40.0041479Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,34,38,21,,,,33,20,,17,,26
2022-06-06T21:06:40.3757168Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,43,61,,,62,,48,
2022-06-06T21:06:40.7155338Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,63,,,,,,,,
2022-06-06T21:06:40.7933346Z,1001,280113,179,584884,Gas Sensor,,804,877,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:41.0232401Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-3,'-3,4,,,,,,,,,,,,
2022-06-06T21:06:41.2715555Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,30,17,21,,,,25,17,,8,,26
2022-06-06T21:06:41.6561420Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,42,52,,,25,,33,
2022-06-06T21:06:41.9809317Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,67,,,,,,,,
2022-06-06T21:06:42.0752317Z,1001,280113,179,584884,Gas Sensor,,584,660,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:42.2948466Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,5,5,'-2,,,,,,,,,,,,
2022-06-06T21:06:42.5246320Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,32,33,21,,,,49,16,,18,,24
2022-06-06T21:06:42.9164177Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,59,33,,,65,,26,
2022-06-06T21:06:43.2597445Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,89,,,,,,,,
2022-06-06T21:06:43.3686937Z,1001,280113,179,584884,Gas Sensor,,474,527,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:43.5897558Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,0,7,'-6,,,,,,,,,,,,
2022-06-06T21:06:43.7923301Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,36,38,24,,,,23,23,,27,,22
2022-06-06T21:06:44.1794276Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,44,21,,,33,,33,
2022-06-06T21:06:44.5213148Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,79,,,,,,,,
2022-06-06T21:06:44.6627454Z,1001,280113,179,584884,Gas Sensor,,481,467,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:44.8519655Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,1,'-8,'-3,,,,,,,,,,,,
2022-06-06T21:06:45.0549776Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,21,12,23,,,,42,15,,7,,22
2022-06-06T21:06:45.4515982Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,40,37,,,41,,31,
2022-06-06T21:06:45.7759593Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,49,,,,,,,,
2022-06-06T21:06:45.9459256Z,1001,280113,179,584884,Gas Sensor,,439,830,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:46.1462477Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,0,'-5,2,,,,,,,,,,,,
2022-06-06T21:06:46.3340074Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,27,17,21,,,,33,23,,2,,24
2022-06-06T21:06:46.7206703Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,37,64,,,41,,48,
2022-06-06T21:06:47.0487372Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,44,,,,,,,,
2022-06-06T21:06:47.2366141Z,1001,280113,179,584884,Gas Sensor,,685,501,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:47.4223739Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,1,'-1,'-1,,,,,,,,,,,,
2022-06-06T21:06:47.5899967Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,35,22,22,,,,41,16,,27,,27
2022-06-06T21:06:47.9946458Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,35,42,,,37,,37,
2022-06-06T21:06:48.3337217Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,44,,,,,,,,
2022-06-06T21:06:48.5215199Z,1001,280113,179,584884,Gas Sensor,,906,769,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:48.6909885Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-6,'-7,5,,,,,,,,,,,,
2022-06-06T21:06:48.8614100Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,37,27,22,,,,48,17,,5,,27
2022-06-06T21:06:49.2642138Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,56,50,,,34,,47,
2022-06-06T21:06:49.6069763Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,9,,,,,,,,
2022-06-06T21:06:49.8088267Z,1001,280113,179,584884,Gas Sensor,,651,685,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:49.9798628Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,5,4,0,,,,,,,,,,,,
2022-06-06T21:06:50.1191093Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,26,24,23,,,,41,23,,23,,22
2022-06-06T21:06:50.5227348Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,50,65,,,31,,44,
2022-06-06T21:06:50.8802927Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,45,,,,,,,,
2022-06-06T21:06:51.0810554Z,1001,280113,179,584884,Gas Sensor,,899,856,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:51.2512453Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,3,6,'-1,,,,,,,,,,,,
2022-06-06T21:06:51.3748277Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,28,31,20,,,,42,16,,4,,25
2022-06-06T21:06:51.7920531Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,59,53,,,62,,48,
2022-06-06T21:06:52.1665922Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,96,,,,,,,,
2022-06-06T21:06:52.3704386Z,1001,280113,179,584884,Gas Sensor,,411,530,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:52.5112377Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,2,'-7,'-5,,,,,,,,,,,,
2022-06-06T21:06:52.6503148Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,30,14,22,,,,21,13,,17,,25
2022-06-06T21:06:53.0527225Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,44,69,,,59,,43,
2022-06-06T21:06:53.4419278Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,52,,,,,,,,
2022-06-06T21:06:53.6595819Z,1001,280113,179,584884,Gas Sensor,,602,991,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:53.7816390Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-3,4,'-6,,,,,,,,,,,,
2022-06-06T21:06:53.9067503Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,27,23,20,,,,23,10,,15,,25
2022-06-06T21:06:54.3282912Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,58,25,,,63,,20,
2022-06-06T21:06:54.7144391Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,69,,,,,,,,
2022-06-06T21:06:54.9486681Z,1001,280113,179,584884,Gas Sensor,,819,451,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:55.0575161Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-7,'-2,5,,,,,,,,,,,,
2022-06-06T21:06:55.1810131Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,36,12,20,,,,21,13,,27,,26
2022-06-06T21:06:55.6035631Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,39,50,,,27,,43,
2022-06-06T21:06:55.9761357Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,77,,,,,,,,
2022-06-06T21:06:56.2420896Z,1001,280113,179,584884,Gas Sensor,,496,700,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:56.3185161Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,3,'-2,'-2,,,,,,,,,,,,
2022-06-06T21:06:56.4447957Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,34,27,21,,,,28,11,,28,,26
2022-06-06T21:06:56.8609868Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,58,20,,,65,,49,
2022-06-06T21:06:57.2507168Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,46,,,,,,,,
2022-06-06T21:06:57.5245239Z,1001,280113,179,584884,Gas Sensor,,525,515,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:57.6005652Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-2,'-4,'-5,,,,,,,,,,,,
2022-06-06T21:06:57.7217807Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,39,21,23,,,,32,15,,29,,24
2022-06-06T21:06:58.1240499Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,50,55,,,63,,23,
2022-06-06T21:06:58.5249787Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,87,,,,,,,,
2022-06-06T21:06:58.8220790Z,1001,280113,179,584884,Gas Sensor,,598,818,ppm,,,,,,,,,,,,,,,
2022-06-06T21:06:58.8591659Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-1,2,5,,,,,,,,,,,,
2022-06-06T21:06:58.9787395Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,38,11,23,,,,33,15,,6,,22
2022-06-06T21:06:59.3965995Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,39,32,,,23,,24,
2022-06-06T21:06:59.7971201Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,83,,,,,,,,
2022-06-06T21:07:00.1090450Z,1001,280113,179,584884,Gas Sensor,,561,464,ppm,,,,,,,,,,,,,,,
2022-06-06T21:07:00.1398760Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,4,'-2,2,,,,,,,,,,,,
2022-06-06T21:07:00.2479207Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,32,29,21,,,,39,24,,26,,25
2022-06-06T21:07:00.6635643Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,40,37,,,38,,42,
2022-06-06T21:07:01.0497665Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,27,,,,,,,,
2022-06-06T21:07:01.4014050Z,1001,280113,179,584884,Gas Sensor,,983,524,ppm,,,,,,,,,,,,,,,
2022-06-06T21:07:01.4327978Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,0,'-8,'-2,,,,,,,,,,,,
2022-06-06T21:07:01.5097041Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,33,38,21,,,,43,19,,6,,25
2022-06-06T21:07:01.9300385Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,52,57,,,29,,38,
2022-06-06T21:07:02.3190793Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,42,,,,,,,,
2022-06-06T21:07:02.6905015Z,1001,280113,179,584884,Gas Sensor,,463,774,ppm,,,,,,,,,,,,,,,
2022-06-06T21:07:02.7210628Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,1,'-8,5,,,,,,,,,,,,
2022-06-06T21:07:02.7672291Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,35,16,23,,,,45,22,,5,,22
2022-06-06T21:07:03.2152532Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,43,40,,,40,,36,
2022-06-06T21:07:03.5874455Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,23,,,,,,,,
2022-06-06T21:07:03.9602775Z,1001,280113,179,584884,Gas Sensor,,727,549,ppm,,,,,,,,,,,,,,,
2022-06-06T21:07:04.0063400Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-6,'-1,0,,,,,,,,,,,,
2022-06-06T21:07:04.0373401Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,33,17,22,,,,22,16,,20,,22
2022-06-06T21:07:04.4721332Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,36,43,,,25,,31,
2022-06-06T21:07:04.8610801Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,54,,,,,,,,
2022-06-06T21:07:05.2461105Z,1001,280113,179,584884,Gas Sensor,,820,819,ppm,,,,,,,,,,,,,,,
2022-06-06T21:07:05.2923374Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-3,'-6,5,,,,,,,,,,,,
2022-06-06T21:07:05.3078483Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,32,23,23,,,,40,23,,25,,27
2022-06-06T21:07:05.7423687Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,50,51,,,42,,21,
2022-06-06T21:07:06.1311240Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,0,,,,,,,,
2022-06-06T21:07:06.5218871Z,1001,280113,179,584884,Gas Sensor,,666,455,ppm,,,,,,,,,,,,,,,
2022-06-06T21:07:06.5518880Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,6,5,4,,,,,,,,,,,,
2022-06-06T21:07:06.5821218Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,32,11,20,,,,22,11,,3,,24
2022-06-06T21:07:07.0015537Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,36,48,,,60,,48,
2022-06-06T21:07:07.3989755Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,11,,,,,,,,
2022-06-06T21:07:07.8150196Z,1001,280113,179,584884,Gas Sensor,,967,800,ppm,,,,,,,,,,,,,,,
2022-06-06T21:07:07.8312162Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,7,'-5,'-4,,,,,,,,,,,,
2022-06-06T21:07:07.8471868Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,32,25,23,,,,46,14,,22,,27
2022-06-06T21:07:08.3141150Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,34,63,,,65,,44,
2022-06-06T21:07:08.6685547Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,79,,,,,,,,
2022-06-06T21:07:09.1068172Z,1001,280113,179,584884,Gas Sensor,,676,416,ppm,,,,,,,,,,,,,,,
2022-06-06T21:07:09.1068309Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-5,'-1,3,,,,,,,,,,,,
2022-06-06T21:07:09.1218088Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,32,39,20,,,,20,12,,16,,24
2022-06-06T21:07:09.5838364Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,46,33,,,48,,47,
2022-06-06T21:07:09.9283192Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,10,,,,,,,,
2022-06-06T21:07:10.3764374Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,4,6,'-6,,,,,,,,,,,,
2022-06-06T21:07:10.3914423Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,31,31,21,,,,38,23,,16,,25
2022-06-06T21:07:10.3914716Z,1001,280113,179,584884,Gas Sensor,,953,881,ppm,,,,,,,,,,,,,,,
2022-06-06T21:07:10.8417098Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,45,43,,,62,,23,
2022-06-06T21:07:11.2037695Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,67,,,,,,,,
2022-06-06T21:07:11.6536615Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,'-8,3,3,,,,,,,,,,,,
2022-06-06T21:07:11.6683948Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,21,26,21,,,,38,11,,21,,22
2022-06-06T21:07:11.6834184Z,1001,280113,179,584884,Gas Sensor,,536,985,ppm,,,,,,,,,,,,,,,
2022-06-06T21:07:12.1159183Z,1001,280113,179,823748,Humidity Sensor,,,,%,,,,,,,,41,51,,,37,,42,
2022-06-06T21:07:12.4725676Z,1001,280113,179,956232,Occupancy Sensor,,,,no,,,,,,,32,,,,,,,,
2022-06-06T21:07:12.9385811Z,1001,280113,179,634276,Accelerometer Sensor,,,,mm/s^2,6,'-3,'-4,,,,,,,,,,,,
2022-06-06T21:07:12.9386613Z,1001,280113,179,732482,Temperature Sensor,,,,°C,,,,35,26,20,,,,38,11,,20,,26
